book_author,book_image_link,book_name,book_price
Sons &amp; Daughters,https://m.media-amazon.com/images/I/51skWB0ayNL._AC_UY218_.jpg,I AM: Find Your Identity. Claim Your Freedom. Embrace the Adventure,17.
Dan Savage,https://m.media-amazon.com/images/I/81CHUoi00VS._AC_UY218_.jpg,"Savage Love from A to Z: Advice on Sex and Relationships, Dating and Mating, Exes and Extras",.
Sophie Escabasse,https://m.media-amazon.com/images/I/81VxP35VTuL._AC_UY218_.jpg,Witches of Brooklyn: What the Hex?!: (A Graphic Novel),11.
Insight Editions,https://m.media-amazon.com/images/I/715repmcgtL._AC_UY218_.jpg,"Star Wars: The Galactic Advent Calendar: 25 Days of Surprises With Booklets, Trinkets, and More! (Official Star Wars 2021 Advent Calendar, Countdown to Christmas)",20.
Bruce Jones,https://m.media-amazon.com/images/I/71DDJXTVzwS._AC_UY218_.jpg,To Rule the Waves: How Control of the World's Oceans Shapes the Fate of the Superpowers,23.
Joshua Ferris,https://m.media-amazon.com/images/I/71pjSkrO1bS._AC_UY218_.jpg,A Calling for Charlie Barnes,22.
Iris Johansen,https://m.media-amazon.com/images/I/818P4eD3z9L._AC_UY218_.jpg,High Stakes,14.
M. D. Brundlefly,https://m.media-amazon.com/images/I/91iK5UWmIXS._AC_UY218_.jpg,Universal Monsters Little Golden Book (Funko Pop!),5.
Workman Publishing,https://m.media-amazon.com/images/I/81xvDBHN+JL._AC_UY218_.jpg,Paint by Sticker Kids: Mermaids &amp; Magic!: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,9.
Michelle MiJung Kim,https://m.media-amazon.com/images/I/510BRS6OlyS._AC_UY218_.jpg,The Wake Up: Closing the Gap Between Good Intentions and Real Change,23.
Gino Wickman,https://m.media-amazon.com/images/I/61wWEbcGXeS._AC_UY218_.jpg,The EOS Life: How to Live Your Ideal Entrepreneurial Life (The Traction Library),25.
Martin Dugard,https://m.media-amazon.com/images/I/91i0jFFaOTL._AC_UY218_.jpg,Taking Paris: The Epic Battle for the City of Lights,20.
Miles Marshall Lewis,https://m.media-amazon.com/images/I/81-ENQ1KNJL._AC_UY218_.jpg,Promise That You Will Sing About Me: The Power and Poetry of Kendrick Lamar,23.
Gerry Conway,https://m.media-amazon.com/images/I/81QRA9SKaiL._AC_UY218_.jpg,The Amazing Spider-Man Omnibus Vol. 5,88.
Alison Cochrun,https://m.media-amazon.com/images/I/71mGKWzoUTS._AC_UY218_.jpg,The Charm Offensive: A Novel,12.
Alan Moore,https://m.media-amazon.com/images/I/512fkByJ9BL._AC_UY218_.jpg,Providence Compendium,26.
Craig Johnson,https://m.media-amazon.com/images/I/81e4OUzlUML._AC_UY218_.jpg,Next to Last Stand: A Longmire Mystery,11.
Hudson Talbott,https://m.media-amazon.com/images/I/A1KLSJJ14uL._AC_UY218_.jpg,A Walk in the Words,16.
Laura Griffin,https://m.media-amazon.com/images/I/91aw4tg0DaS._AC_UY218_.jpg,Last Seen Alone,7.
Elijah J. Stacy,https://m.media-amazon.com/images/I/51uKCVobMeL._AC_UY218_.jpg,A Small If: The Inspiring Story of a 17-Year-Old with a Fatal Disease—and a Mission to Cure It,19.
Ken Pursley,https://m.media-amazon.com/images/I/A1diRRSev8L._AC_UY218_.jpg,Finding Home: The Houses of Pursley Dixon,41.
Kiyohiko Azuma,https://m.media-amazon.com/images/I/91wk9-YtfBL._AC_UY218_.jpg,"Yotsuba&amp;!, Vol. 15 (Yotsuba&amp;!, 15)",11.
John Vandemoer,https://m.media-amazon.com/images/I/81Fq9qDKFBS._AC_UY218_.jpg,Rigged Justice: How the College Admissions Scandal Ruined an Innocent Man's Life,24.
Ukyo Kodachi,https://m.media-amazon.com/images/I/51LgwylBL+L._AC_UY218_.jpg,"Boruto: Naruto Next Generations, Vol. 12 (12)",7.
Dungeons and Dragons,https://m.media-amazon.com/images/I/81ctmoUQBNL._AC_UY218_.jpg,D&amp;D Dungeon Master’s Screen: Dungeon Kit (Dungeons &amp; Dragons DM Accessories),22.
Don Hollway,https://m.media-amazon.com/images/I/A1CqBg8V6gL._AC_UY218_.jpg,The Last Viking: The True Story of King Harald Hardrada,25.
Maria Scrivan,https://m.media-amazon.com/images/I/61hV0V7moZL._AC_UY218_.jpg,Absolutely Nat (Nat Enough #3) (3),11.
David Alton Hedges,https://m.media-amazon.com/images/I/71ftQ+iyF5L._AC_UY218_.jpg,Werewolf: The True Story of an Extraordinary Police Dog,13.
Lina AbuJamra,https://m.media-amazon.com/images/I/91MCDoduqOL._AC_UY218_.jpg,Fractured Faith: Finding Your Way Back to God in an Age of Deconstruction,.
Beverley Driver Eddy,https://m.media-amazon.com/images/I/911J7zpQzhL._AC_UY218_.jpg,Ritchie Boy Secrets : How a Force of Immigrants and Refugees Helped Win World War II,29.
Tatanka Luta,https://m.media-amazon.com/images/I/71pOJ6e5+kL._AC_UY218_.jpg,"Native American Herbalist’s Bible: 7 in 1 • The Complete Guide to Naturally Improve Your Wellness by Discovering the Native Herbal Apothecary, Dispensatory, Recipes, Remedies &amp; Essential Oils",21.
Hiro Mashima,https://m.media-amazon.com/images/I/81-t8A3OaUL._AC_UY218_.jpg,FAIRY TAIL: 100 Years Quest 8,9.
Kamome Shirahama,https://m.media-amazon.com/images/I/71trnXY0RfL._AC_UY218_.jpg,Witch Hat Atelier 8,.
Stephen Deusner,https://m.media-amazon.com/images/I/91iTAV4209L._AC_UY218_.jpg,Where the Devil Don't Stay: Traveling the South with the Drive-By Truckers (American Music Series),23.
Christy Wright,https://m.media-amazon.com/images/I/91KjH8L8u0S._AC_UY218_.jpg,The Christy Wright Goal Planner 2022,44.
Laurent Binet,https://m.media-amazon.com/images/I/91jwAmyjL2S._AC_UY218_.jpg,Civilizations: A Novel,13.
Linda Dannenberg,https://m.media-amazon.com/images/I/81Tb8c3U3EL._AC_UY218_.jpg,French Country Diary 2022 Engagement Calendar,29.
Reiji Miyajima,https://m.media-amazon.com/images/I/81TbvmspZkL._AC_UY218_.jpg,Rent-A-Girlfriend 8,11.
Alix E. Harrow,https://m.media-amazon.com/images/I/91h7+MkzoKL._AC_UY218_.jpg,The Once and Future Witches,0.
Bill O'Neill,https://m.media-amazon.com/images/I/81q5M4iSJsL._AC_UY218_.jpg,"Interesting Stories for Curious Kids: A Fascinating Collection of the Most Interesting, Unbelievable, and Craziest Stories on Earth!",0.
Charles L. Marohn Jr.,https://m.media-amazon.com/images/I/81Gb4m31qKL._AC_UY218_.jpg,Confessions of a Recovering Engineer: Transportation for a Strong Town,22.
Danette May,https://m.media-amazon.com/images/I/81j6mEvPgGL._AC_UY218_.jpg,"Embrace Abundance: A Proven Path to Better Health, More Wealth, and Deeply Fulfilling Relationships",17.
Pat Cadigan,https://m.media-amazon.com/images/I/91Ah4NU2COL._AC_UY218_.jpg,Alien - Alien 3: The Unproduced Screenplay by William Gibson,.
Roshani Chokshi,https://m.media-amazon.com/images/I/915wCnGoB4L._AC_UY218_.jpg,"The Bronzed Beasts (The Gilded Wolves, 3)",15.
Traci N. Todd,https://m.media-amazon.com/images/I/91PJ0m7p0FS._AC_UY218_.jpg,Nina: A Story of Nina Simone,15.
Paper Peony Press,https://m.media-amazon.com/images/I/81zp1rewSxL._AC_UY218_.jpg,"The Pregnancy Journal: A Beautiful and Modern Pregnancy Planner, Organizer and Memory Book Album for Mom and Baby (Premium Keepsake Edition)",19.
Publications International Ltd.,https://m.media-amazon.com/images/I/919hkLRZeMS._AC_UY218_.jpg,Brain Games - Sticker by Number: Mosaic (20 Complex Images to Sticker),12.
Jimmy Carr,https://m.media-amazon.com/images/I/616xqXsSJBL._AC_UY218_.jpg,Before &amp; Laughter: A Life-Changing Book,25.
Lee B. Salz,https://m.media-amazon.com/images/I/81FMfkUy9uL._AC_UY218_.jpg,"Sell Different!: All New Sales Differentiation Strategies to Outsmart, Outmaneuver, and Outsell the Competition",0.
C. M. Kushins,https://m.media-amazon.com/images/I/61gyZvfVJnS._AC_UY218_.jpg,Beast: John Bonham and the Rise of Led Zeppelin,25.
John Clark,https://m.media-amazon.com/images/I/81SDWkYadPL._AC_UY218_.jpg,The Meal Prep King Plan: Save time. Lose weight. Eat the meals you love,33.
Rob Shuter,https://m.media-amazon.com/images/I/71K+-YcAzRL._AC_UY218_.jpg,The 4 Word Answer: Who Are You in 4 Words?,22.
Robert J. Davis,https://m.media-amazon.com/images/I/61roOKfhtLL._AC_UY218_.jpg,Supersized Lies: How Myths about Weight Loss Are Keeping Us Fat — and the Truth about What Really Works,9.
Kintetsu Yamada,https://m.media-amazon.com/images/I/91FaZ7Nq7KL._AC_UY218_.jpg,Sweat and Soap Vol. 9,7.
J. Warner Wallace,https://m.media-amazon.com/images/I/81tDgo95aWS._AC_UY218_.jpg,Person of Interest Investigator's Guide: Why Jesus Still Matters in a World that Rejects the Bible,13.
Hajime Komoto,https://m.media-amazon.com/images/I/81LzNqG5LTS._AC_UY218_.jpg,"Mashle: Magic and Muscles, Vol. 2 (2)",9.
Sankichi Hinodeya,https://m.media-amazon.com/images/I/81UH-U6kVCL._AC_UY218_.jpg,"Splatoon, Vol. 13 (13)",9.
Dane Espegard,https://m.media-amazon.com/images/I/61UVHu8pwdL._AC_UY218_.jpg,The Dream Machine: A Leader's Guide to Creating Teams of High Performers Who Achieve Extraordinary Outcomes,15.
Valarie Kaur,https://m.media-amazon.com/images/I/91qHmxKlx0S._AC_UY218_.jpg,See No Stranger: A Memoir and Manifesto of Revolutionary Love,.
Aliza Kelly,https://m.media-amazon.com/images/I/71pM0yOAbuS._AC_UY218_.jpg,This Is Your Destiny: Using Astrology to Manifest Your Best Life,19.
Brigid Kemmerer,https://m.media-amazon.com/images/I/71nOfuzJ16S._AC_UY218_.jpg,Defy the Night,8.
Kimberley Quinlan LMFT,https://m.media-amazon.com/images/I/81TcyC0EiuS._AC_UY218_.jpg,"The Self-Compassion Workbook for OCD: Lean into Your Fear, Manage Difficult Emotions, and Focus On Recovery",22.
Allen Eskens,https://m.media-amazon.com/images/I/91Z8WJTJ70L._AC_UY218_.jpg,The Stolen Hours,0.
Denise C. Herndon Harvey,https://m.media-amazon.com/images/I/61iIsKCTmqL._AC_UY218_.jpg,Emergence of Me: Discovering my Identity and the Courage Within,12.
Betty Crocker,https://m.media-amazon.com/images/I/91qDATByJlL._AC_UY218_.jpg,Betty Crocker Best 100: Favorite Recipes from America’s Most Trusted Cook,21.
Mary Burton,https://m.media-amazon.com/images/I/71sc89jTzdL._AC_UY218_.jpg,Don't Look Now,0.
Andrew Pettie,https://m.media-amazon.com/images/I/81sOgn66QDS._AC_UY218_.jpg,Listified!: Britannica’s 300 lists that will blow your mind,17.
Terry Fan,https://m.media-amazon.com/images/I/81QbHqbCBSL._AC_UY218_.jpg,It Fell from the Sky,14.
David Joyce,https://m.media-amazon.com/images/I/81NZ9GI2ZvL._AC_UY218_.jpg,High-Performance Training for Sports,42.
Sharon Sala,https://m.media-amazon.com/images/I/81XlEEm8JUL._AC_UY218_.jpg,"The Christmas Wish: Heartwarming Small-Town Southern Christmas Romance (Blessings, Georgia Book 12)",6.
Thom Hartmann,https://m.media-amazon.com/images/I/91WEcC2Z6dS._AC_UY218_.jpg,The Hidden History of American Healthcare: Why Sickness Bankrupts You and Makes Others Insanely Rich (The Thom Hartmann Hidden History Series),.
Dean Koontz,https://m.media-amazon.com/images/I/81rVTTIFmQL._AC_UY218_.jpg,The Other Emily,0.
Christine Feehan,https://m.media-amazon.com/images/I/91sVZZz8VLL._AC_UY218_.jpg,Lightning Game (A GhostWalker Novel Book 17),8.
Christopher Mims,https://m.media-amazon.com/images/I/51TYjzKWAEL._AC_UY218_.jpg,Arriving Today: From Factory to Front Door -- Why Everything Has Changed About How and What We Buy,26.
Angelo,https://m.media-amazon.com/images/I/61giOL872HL._AC_UY218_.jpg,WFH,14.
Suzanne O'Sullivan,https://m.media-amazon.com/images/I/71kaMbayatL._AC_UY218_.jpg,The Sleeping Beauties: And Other Stories of Mystery Illness,.
Kameliya Angelkova,https://m.media-amazon.com/images/I/71OpLxuAt4L._AC_UY218_.jpg,"50 HALLOWEEN MINIATURES: A Black Background Coloring Book, Featuring Lovely and Funny Halloween Animals, Adorable and Spooky Scenes, and Much More",4.
Naoko Takeuchi,https://m.media-amazon.com/images/I/A1hdqbknJsL._AC_UY218_.jpg,Codename: Sailor V Eternal Edition 1 (Sailor Moon Eternal Edition 11),23.
David  T. Hawkins,https://m.media-amazon.com/images/I/61ARDjTnYyL._AC_UY218_.jpg,"Dips, Disruptions &amp; Destiny: Getting Out of What Life Got You In",15.
Kimberly McCreight,https://m.media-amazon.com/images/I/81CIk1hc28S._AC_UY218_.jpg,Friends Like These: A Novel,12.
Sheila Roberts,https://m.media-amazon.com/images/I/81hpUG-4hVS._AC_UY218_.jpg,A Little Christmas Spirit: A Novel,9.
Patricia Lanzon PhD,https://m.media-amazon.com/images/I/61cf5BXfpCL._AC_UY218_.jpg,My Mommy Wears Wheels,18.
Rob Phillips,https://m.media-amazon.com/images/I/61Fhul7omWL._AC_UY218_.jpg,Open Letters to Our Fellow Fighters: How the Gospel brings hope to anxiety and depression,12.
Bill Johnson,https://m.media-amazon.com/images/I/91iLKicFTaL._AC_UY218_.jpg,Open Heavens: Position Yourself to Encounter the God of Revival,0.
David Sedaris,https://m.media-amazon.com/images/I/81MLkRgm3mL._AC_UY218_.jpg,The Best of Me,0.
Happy Toddlerz,https://m.media-amazon.com/images/I/91ETCpZ93yL._AC_UY218_.jpg,Mermaid Coloring Book: Cute &amp; Unique Illustrations of Mermaids along with their Sea Creature Friends,3.
Holly Rice,https://m.media-amazon.com/images/I/9143OFSYZGL._AC_UY218_.jpg,12 Days of Princess,11.
Michael Rydelnik,https://m.media-amazon.com/images/I/81FkJaVhVrS._AC_UY218_.jpg,50 Most Important Bible Questions,.
Susanna Clarke,https://m.media-amazon.com/images/I/81nCDvuojjL._AC_UY218_.jpg,Piranesi,9.
"Curtis ""50 Cent"" Jackson",https://m.media-amazon.com/images/I/91SHwBxMJbL._AC_UY218_.jpg,"Hustle Harder, Hustle Smarter",0.
Paul  Martinez,https://m.media-amazon.com/images/I/812teWtshlL._AC_UY218_.jpg,Toothless : Real Stories Real Quick,0.
Randall Kennedy,https://m.media-amazon.com/images/I/811kCprnS3L._AC_UY218_.jpg,"Say It Loud!: On Race, Law, History, and Culture",25.
Sandra Cisneros,https://m.media-amazon.com/images/I/81HAApJPSBL._AC_UY218_.jpg,"Martita, I Remember You/Martita, te recuerdo: A Story in English and Spanish",.
Jennifer L. Trace,https://m.media-amazon.com/images/I/71SDzygBxzL._AC_UY218_.jpg,"Phonics Workbook for Kids 4-6: More Than 80 Pages to Learn Letters, New Words, Practice Letter Sounds, Practice Reading and More! | Phonics Activities ... for Little Readers and Kids Ages 4, 5 &amp; 6",7.
Yuji Kaku,https://m.media-amazon.com/images/I/81Suib2Z0cS._AC_UY218_.jpg,"Hell's Paradise: Jigokuraku, Vol. 10 (10)",11.
Barry Eisler,https://m.media-amazon.com/images/I/81N3ZkAFoDL._AC_UY218_.jpg,The Chaos Kind,0.
Gregory Toussaint,https://m.media-amazon.com/images/I/71Xpi89SZGL._AC_UY218_.jpg,"Que Ton Règne Vienne, Volume 4: Le choc des Royaumes (Que Ton Regne Vienne) (French Edition)",9.
Samuel Moyn,https://m.media-amazon.com/images/I/91fH2axK6QL._AC_UY218_.jpg,Humane: How the United States Abandoned Peace and Reinvented War,25.
"Agricultural Research Service U.S. Department of Agriculture, National Agricultural Library",https://m.media-amazon.com/images/I/71XPj5+hVML._AC_UY218_.jpg,"USDA Complete Guide to Home Canning Revised: Principles of Home Canning, Selecting, Preparing, and Canning Fruits, Tomatoes, Vegetables, Pickled ... Seafood, Fermented Food, Jams and Jellies",12.
Josh Ritter,https://m.media-amazon.com/images/I/91aed2F6sDL._AC_UY218_.jpg,The Great Glorious Goddamn of It All: A Novel,23.
Eli Saslow,https://m.media-amazon.com/images/I/91rKgCTFCfL._AC_UY218_.jpg,"Voices from the Pandemic: Americans Tell Their Stories of Crisis, Courage and Resilience",.
Natalie Goldberg,https://m.media-amazon.com/images/I/71-CAaw4PZL._AC_UY218_.jpg,Writing Down the Bones Deck: 60 Cards to Free the Writer Within,
E. C. Myers,https://m.media-amazon.com/images/I/81bM0evvhmL._AC_UY218_.jpg,RWBY YA Novel #3: An AFK Book (RWBY #3) (3),9.
Jim Schutze,https://m.media-amazon.com/images/I/81q-1M781TL._AC_UY218_.jpg,The Accommodation: The Politics of Race in an American City,30.
Stephen E. Strang,https://m.media-amazon.com/images/I/71Ije+ZM6oS._AC_UY218_.jpg,God and Cancel Culture: Stand Strong Before It's Too Late,.
Moby,https://m.media-amazon.com/images/I/91AEstyU-ZS._AC_UY218_.jpg,The Little Pine Cookbook: Modern Plant-Based Comfort,31.
WayForward,https://m.media-amazon.com/images/I/81yPLm4dU9L._AC_UY218_.jpg,The Art of Shantae,44.
Scott Jeffrey Miller,https://m.media-amazon.com/images/I/611YGkon3zS._AC_UY218_.jpg,Master Mentors: 30 Transformative Insights from Our Greatest Minds,16.
John U. Bacon.,https://m.media-amazon.com/images/I/918V2BOdWpS._AC_UY218_.jpg,Let Them Lead: Unexpected Lessons in Leadership from America’s Worst High School Hockey Team,24.
Jim Harbaugh,https://m.media-amazon.com/images/I/715piJoTi3L._AC_UY218_.jpg,Help for Hard Times: A Twelve-Step Path Through the Pandemic and Random Disasters,14.
Emily McIntire,https://m.media-amazon.com/images/I/81Iu0vrCYkL._AC_UY218_.jpg,"Hooked: A Dark, Contemporary Romance (Never After Series)",0.
Lia Louis,https://m.media-amazon.com/images/I/8135Au1+HqL._AC_UY218_.jpg,Eight Perfect Hours: A Novel,12.
Darrell Harrison,https://m.media-amazon.com/images/I/61PC72JderL._AC_UY218_.jpg,Just Thinking about the State,19.
The Editors of Ghost Hunting,https://m.media-amazon.com/images/I/61yQ5RfQlAL._AC_UY218_.jpg,Ghost Hunting The Science of Spirits,14.
Margaret Renkl,https://m.media-amazon.com/images/I/91lVyGFTn5L._AC_UY218_.jpg,"Graceland, At Last: Notes on Hope and Heartache From the American South",21.
Victoria Kann,https://m.media-amazon.com/images/I/81NhL4Zr4MS._AC_UY218_.jpg,Rubylicious (Pinkalicious),15.
Naomi Ragen,https://m.media-amazon.com/images/I/91wzYBH0JoL._AC_UY218_.jpg,An Observant Wife: A Novel,14.
Tamsyn Muir,https://m.media-amazon.com/images/I/91TNmmZSBGL._AC_UY218_.jpg,"Harrow the Ninth: Locked Tomb Trilogy, Book 2",0.
David Koenig,https://m.media-amazon.com/images/I/61PkSK63XvL._AC_UY218_.jpg,Shooting Columbo: The Lives and Deaths of TV's Rumpled Detective,23.
Brenda Novak,https://m.media-amazon.com/images/I/916iKhdXgiS._AC_UY218_.jpg,Keep Me Warm at Christmas (Silver Springs Book 10),7.
Arthur J. Deane,https://m.media-amazon.com/images/I/71JZRBywwJL._AC_UY218_.jpg,The Official (ISC)2 CISSP CBK Reference,58.
Timothy J. Gordon,https://m.media-amazon.com/images/I/71ptEhWoS9S._AC_UY218_.jpg,The Case for Patriarchy,19.
Michelle Quach,https://m.media-amazon.com/images/I/81U7u9aaj9S._AC_UY218_.jpg,Not Here to Be Liked,15.
Christina Soontornvat,https://m.media-amazon.com/images/I/91JvBjYiIiL._AC_UY218_.jpg,A Wish in the Dark,8.
Helene Henderson,https://m.media-amazon.com/images/I/910dUoeD1AL._AC_UY218_.jpg,Malibu Farm Sunrise to Sunset: Simple Recipes All Day: A Cookbook,35.
Melinda Leigh,https://m.media-amazon.com/images/I/81d6lkOyVlL._AC_UY218_.jpg,Right Behind Her (Bree Taggert Book 4),0.
Timothy A. Cotton,https://m.media-amazon.com/images/I/917KimIQ8JS._AC_UY218_.jpg,Got Warrants?: Dispatches from the Dooryard,17.
sy Jana Press,https://m.media-amazon.com/images/I/61nVRKLoLcL._AC_UY218_.jpg,"Halloween Pumpkin Carving Stencils: 52 Halloween Patterns For Funny And Scary - Painting And Pumpkin Carving - Wide Variety Of Halloween Themed Patterns, Faces, Pumpkin, Witch, Skeleton, Bat And More",6.
Roger Press,https://m.media-amazon.com/images/I/71PkpudNb+L._AC_UY218_.jpg,"Handbook For The Recently Deceased: Beetlejuice Prop Journal Notebook (6x9, Easy to Carry) - Inspired by The Popular Manual for Ghost from 80’s ... Halloween Gift and Basket Stuffers 2021)",4.
Kati Morton LMFT,https://m.media-amazon.com/images/I/71+YNheLtzS._AC_UY218_.jpg,"Traumatized: Identify, Understand, and Cope with PTSD and Emotional Stress",21.
Dave Zirin,https://m.media-amazon.com/images/I/71l7SiiayTS._AC_UY218_.jpg,"The Kaepernick Effect: Taking a Knee, Changing the World",22.
Nancy Cho,https://m.media-amazon.com/images/I/71G4ahkeDPL._AC_UY218_.jpg,Korean Instant Pot Cookbook: Classic and Modern Korean Recipes for Everyday Home Cooking,22.
Joy Williams,https://m.media-amazon.com/images/I/71XSZd8kBXL._AC_UY218_.jpg,Harrow: A novel,22.
Neil Gaiman,https://m.media-amazon.com/images/I/81X+TLMA8oL._AC_UY218_.jpg,The Sandman: Act II,0.
Cassandra Bodzak,https://m.media-amazon.com/images/I/710jcwvIUkL._AC_UY218_.jpg,Manifesting Through Meditation: 100 Guided Practices to Harness the Power of Your Thoughts and Create the Life You Want,11.
Jay J. Van Bavel PhD,https://m.media-amazon.com/images/I/81bKdW8sxES._AC_UY218_.jpg,"The Power of Us: Harnessing Our Shared Identities to Improve Performance, Increase Cooperation, and Promote Social Harmony",23.
George Mann,https://m.media-amazon.com/images/I/71AmWZjdkuL._AC_UY218_.jpg,"Star Wars Life Day Treasury: Holiday Stories From a Galaxy Far, Far Away",15.
Stan Lee,https://m.media-amazon.com/images/I/91SBmYH9xnL._AC_UY218_.jpg,The Fantastic Four Omnibus Vol. 4,75.
David A Ross,https://m.media-amazon.com/images/I/71k-e9+TesS._AC_UY218_.jpg,The Sugar Skull Tarot Deck and Guidebook (Sugar Skull Tarot Series),22.
Sam Newman,https://m.media-amazon.com/images/I/81dmHMoJDjL._AC_UY218_.jpg,Building Microservices: Designing Fine-Grained Systems,62.
Daniel Yergin,https://m.media-amazon.com/images/I/91PZUN8rYkL._AC_UY218_.jpg,"The New Map: Energy, Climate, and the Clash of Nations",19.
Stephanie Bentley,https://m.media-amazon.com/images/I/51I58+7l3PL._AC_UY218_.jpg,My Sister has Down Syndrome: One family’s story about life with a child with Down syndrome,9.
Tre Hands,https://m.media-amazon.com/images/I/513DS3YpcuL._AC_UY218_.jpg,Phases,14.
Jack Mitchell,https://m.media-amazon.com/images/I/71ugEcHgP+L._AC_UY218_.jpg,The Odyssey of Star Wars: An Epic Poem,17.
John Kiesewetter,https://m.media-amazon.com/images/I/71PHfEBQJcL._AC_UY218_.jpg,"Joe Nuxhall: The Old Lefthander &amp; Me: My Conversations with Joe Nuxhall About the Reds, Baseball &amp; Broadcasting",20.
Iselyn Hamilton-Austin,https://m.media-amazon.com/images/I/61471ZgfZ4L._AC_UY218_.jpg,MIMI MEMAW YAYA GAGA NANA GRANNY BIG MAMA AND ME (Mimi and Me),12.
Lynn Austin,https://m.media-amazon.com/images/I/A1QblANKxSL._AC_UY218_.jpg,The Wish Book Christmas,.
John Eldredge,https://m.media-amazon.com/images/I/91BxNT6eniL._AC_UY218_.jpg,Get Your Life Back: Everyday Practices for a World Gone Mad,15.
Darrell Jones,https://m.media-amazon.com/images/I/71uozWc+cXL._AC_UY218_.jpg,"SOUL GYM: A Manual for Soulful Living: Connecting Mind, Body &amp; Spirit",14.
Michael Elliott,https://m.media-amazon.com/images/I/51q7PeW5FnS._AC_UY218_.jpg,Have a Little Faith: The John Hiatt Story,26.
Lee Mandelo,https://m.media-amazon.com/images/I/81ZVn2FSxFL._AC_UY218_.jpg,Summer Sons,22.
Sandra Boynton,https://m.media-amazon.com/images/I/81vpPFKw6aS._AC_UY218_.jpg,Sandra Boynton's Every Day's a Fabulous Holiday 2022 Wall Calendar,14.
Dr. Stephen L. Kopecky M.D.,https://m.media-amazon.com/images/I/61owH1bLr1L._AC_UY218_.jpg,"Live Younger Longer: 6 Steps to Prevent Heart Disease, Cancer, Alzheimer's and More",16.
The Princeton Review,https://m.media-amazon.com/images/I/81VfoUFGyQL._AC_UY218_.jpg,"Paying for College, 2022: Everything You Need to Maximize Financial Aid and Afford College (2021) (College Admissions Guides)",22.
Allison Jandu,https://m.media-amazon.com/images/I/8100MT3JOfL._AC_UY218_.jpg,Let's Go to the Potty!: A Potty Training Book for Toddlers,7.
Kristin Henning,https://m.media-amazon.com/images/I/71WiC15EZfS._AC_UY218_.jpg,The Rage of Innocence: How America Criminalizes Black Youth,.
Alexis Daria,https://m.media-amazon.com/images/I/71iSxhUUXIS._AC_UY218_.jpg,A Lot Like Adiós: A Novel,10.
David Lehman,https://m.media-amazon.com/images/I/71l8ejEdOpS._AC_UY218_.jpg,The Best American Poetry 2021 (The Best American Poetry series),18.
Elisabet Velasquez,https://m.media-amazon.com/images/I/81x2JG9fpTS._AC_UY218_.jpg,When We Make It,15.
Suruthi Bala,https://m.media-amazon.com/images/I/91Y6tZsNLwS._AC_UY218_.jpg,"RedHanded: An Exploration of Criminals, Cannibals, Cults, and What Makes a Killer Tick",0.
Tony Fleecs,https://m.media-amazon.com/images/I/61LWF25PSXS._AC_UY218_.jpg,Stray Dogs,14.
Susan M. Johnson,https://m.media-amazon.com/images/I/71OFuQVRCdS._AC_UY218_.jpg,A Primer for Emotionally Focused Individual Therapy (EFIT): Cultivating Fitness and Growth in Every Client,39.
Teresa Wallace,https://m.media-amazon.com/images/I/61Z1I2OMvkL._AC_UY218_.jpg,Suburban Crazy an Embellished Tale,9.
Shannon K. Evans,https://m.media-amazon.com/images/I/71UWHPmlINL._AC_UY218_.jpg,Rewilding Motherhood: Your Path to an Empowered Feminine Spirituality,13.
Chimamanda Ngozi Adichie,https://m.media-amazon.com/images/I/71dcSXVrLIL._AC_UY218_.jpg,The Best Short Stories 2021: The O. Henry Prize Winners (The O. Henry Prize Collection),.
Holley Gerth,https://m.media-amazon.com/images/I/81pbvOZMxCS._AC_UY218_.jpg,What Your Soul Needs for Stressful Times: 60 Powerful Truths to Protect Your Peace,14.
T Taylor,https://m.media-amazon.com/images/I/710a6xizPfL._AC_UY218_.jpg,7 FIGURE FICTION: How to Use Universal Fantasy to SELL Your Books to ANYONE,4.
Alexander McCall Smith,https://m.media-amazon.com/images/I/91jjSbpiI2L._AC_UY218_.jpg,How to Raise an Elephant: No. 1 Ladies' Detective Agency (21),13.
Emma Burger,https://m.media-amazon.com/images/I/61epLqQ9zjL._AC_UY218_.jpg,Spaghetti for Starving Girls: A Novel,13.
Heather M. Herrman,https://m.media-amazon.com/images/I/91LxhBcEfuL._AC_UY218_.jpg,The Corpse Queen,15.
Kelly Yang,https://m.media-amazon.com/images/I/71kaDBu7EoL._AC_UY218_.jpg,Three Keys (A Front Desk Novel),7.
Robert Friddell,https://m.media-amazon.com/images/I/51wkA7MpO9L._AC_UY218_.jpg,intangible: the story behind Virginia's bigger-than-basketball program,21.
Azeem Azhar,https://m.media-amazon.com/images/I/612K8RVweJS._AC_UY218_.jpg,"The Exponential Age: How Accelerating Technology is Transforming Business, Politics and Society",19.
Charles Gallagher,https://m.media-amazon.com/images/I/61uewzClPbL._AC_UY218_.jpg,Nazis of Copley Square: The Forgotten Story of the Christian Front,26.
Ronald H. Balson,https://m.media-amazon.com/images/I/717bexETdMS._AC_UY218_.jpg,Defending Britta Stein: A Novel (Liam Taggart and Catherine Lockhart Book 6),14.
Syougo Kinugasa,https://m.media-amazon.com/images/I/713DuSUfJ5L._AC_UY218_.jpg,Classroom of the Elite (Light Novel) Vol. 9,12.
